id,sentence,file_name,location,label,negative,positive,neutral
889,"Here in Washington, we saw what happened when just two letters filled with just a few grams of Anthrax were sent to the U.S. Senate.",doc6.txt,43,neutral,0.6036624763407943,0.39633752365920566,0.709504827189023
890,Five postal employees were killed and the Senate office buildings were closed for months.,doc6.txt,44,neutral,0.5616308613457723,0.43836913865422766,0.9453219406029052
891,This was two letters.,doc6.txt,45,neutral,0.6154855376225954,0.3845144623774046,0.7490064717158446
892,"Fortunately, however, we've made some good progress on this front.",doc6.txt,46,pos,0.4243347636139636,0.5756652363860364,0.2134925760590122
893,"For years, Nunn-Lugar programs have been effectively upgrading security at sites in six countries across the former Soviet Union.",doc6.txt,47,neutral,0.5705886949253947,0.42941130507460534,0.9908295393224874
894,"And the Kiev story is heading in the right direction - while we were in Ukraine, Dick, through his tireless and personal intervention, was able to achieve a breakthrough with that government, bringing that facility and others under the Cooperative Threat Reduction program.",doc6.txt,48,neutral,0.2693124993823267,0.7306875006176733,0.7673556937685878
895,"But because of the size, secrecy, and scope of the Soviet biological weapons program, we are still dangerously behind in dealing with this proliferation threat.",doc6.txt,49,neutral,0.46893637625585627,0.5310636237441437,0.702921287389394
896,We need to be sure that Nunn-Lugar is increasingly focused on these very real non-proliferation and bioterrorism threats.,doc6.txt,50,pos,0.4169641604961647,0.5830358395038353,0.3641629898866923
897,One of the most important steps is for Russia to permit the access and transparency necessary to deal with the threat.,doc6.txt,51,neutral,0.29624221615654944,0.7037577838434506,0.6050116674994448
898,"Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures.",doc6.txt,52,neutral,0.4396040726667636,0.5603959273332364,0.7849269096910348
899,"As the Avian Influenza outbreak demonstrates, even the zealous Russian border guard is helpless against the global sweep of biological threats.",doc6.txt,53,neutral,0.3294074276464375,0.6705925723535625,0.9233500740091346
900,"My third recommendation - which I'll just touch briefly on and let Senator Lugar talk about in more detail - is that we need to start thinking creatively about some of the next-generation efforts on nuclear, biological, and chemical weapons.",doc6.txt,54,pos,0.49170796527592353,0.5082920347240765,0.2518975660776251
901,"On our trip, we saw two areas where this is possible: elimination of heavy conventional weapons, and interdiction efforts to help stop the flow of dangerous materials across borders.",doc6.txt,55,neutral,0.46262034167003385,0.5373796583299661,0.6757243907068785
902,"In Donetsk, I stood among piles of conventional weapons that were slowly being dismantled.",doc6.txt,56,neg,0.6864722736598499,0.3135277263401502,0.33389135583506996
903,"While the government of Ukraine is making progress here, the limited funding they have means that at the current pace, it will take sixty years to dismantle these weapons.",doc6.txt,57,neutral,0.3505020560187079,0.6494979439812921,0.7124668384073135
904,"But we've all seen how it could take far less time for these weapons to leak out and travel around the world, fueling insurgencies and violent conflicts from Africa to Afghanistan.",doc6.txt,58,neutral,0.6224845194951697,0.3775154805048303,0.5458148792237596
905,"By destroying these inventories, this is one place we could be making more of a difference.",doc6.txt,59,neg,0.6622581798030057,0.3377418201969943,0.26122025990810077
906,One final point.,doc6.txt,60,neg,0.6247701344928875,0.3752298655071124,0.1922696958478901
907,"For any of these efforts that I've mentioned to work as we move forward, we must also think critically and strategically about Washington's relationship with Moscow.",doc6.txt,61,pos,0.38597012594278945,0.6140298740572105,0.3567989850687146
908,"Right now, there are forces within the former Soviet Union and elsewhere that want these non-proliferation programs to stop.",doc6.txt,62,neutral,0.5720754942062038,0.4279245057937961,0.9092870152097202
909,Our detention for three hours in Perm is a testament to these forces.,doc6.txt,63,neutral,0.446941522162447,0.553058477837553,0.831399497809299
910,"Additionally, in the last few years, we've seen some disturbing trends from Russia itself - the deterioration of democracy and the rule of law, the abuses that have taken place in Chechnya, Russian meddling in the former Soviet Union - that raise serious questions about our relationship.",doc6.txt,64,neutral,0.2421751590468031,0.7578248409531969,0.8354027120088432
911,"But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started.",doc6.txt,65,neutral,0.21239978826180628,0.7876002117381937,0.8256550875345744
912,"We must safeguard these dangerous weapons, material, and expertise.",doc6.txt,66,neg,0.6436045038911982,0.3563954961088018,0.4494205922201118
913,.,doc6.txt,67,neutral,0.5095519989067516,0.4904480010932484,0.5950890614040548
914,One way we could strengthen this relationship is by thinking about the Russians as more of a partner and less of a subordinate in the Cooperative Threat Reduction effort.,doc6.txt,68,pos,0.4747639826668828,0.5252360173331172,0.29450059575484466
915,This does not mean that we should ease up one bit on issues affecting our national security.,doc6.txt,69,pos,0.43222895155111085,0.5677710484488891,0.12285960793949986
916,Outstanding career officials who run the Nunn-Lugar program -- people like Col. Jim Reid and Andy Weber who are here this morning -- will be there every step of the way to ensure that U.S. interests are protected.,doc6.txt,70,pos,0.3320168883356597,0.6679831116643403,0.43704764530383505
917,"Time and time again on the trip, I saw their skill and experience when negotiating with the Russians.",doc6.txt,71,neutral,0.373614785870127,0.626385214129873,0.9064326415245275
918,I also saw their ability to ensure that shortcomings were addressed and programs were implemented correctly.,doc6.txt,72,neutral,0.4385335471865266,0.5614664528134734,0.5569586125764862
919,"But thinking of the Russians more as partners does mean being more thoughtful, respectful, and consistent about what we say and what we do.",doc6.txt,73,pos,0.3784525043011777,0.6215474956988223,0.20042273742504665
920,It means that the Russians can and should do more to support these programs.,doc6.txt,74,pos,0.41343338892095105,0.586566611079049,0.4498079631945058
921,"And it means more sustained engagement, including more senior-level visits to Nunn-Lugar program sites.",doc6.txt,75,neutral,0.4194416820540062,0.5805583179459938,0.5476870406710076
922,"It's important for senior officials to go and visit these sites, to check their progress and shortcomings; to see what's working and what's not.",doc6.txt,76,neutral,0.24975027088078616,0.7502497291192138,0.5004796204754959
923,But lately we haven't seen many of these visits.,doc6.txt,77,neg,0.5224002347564805,0.47759976524351955,0.21948921949512665
924,We need to see more.,doc6.txt,78,pos,0.37768554331620385,0.6223144566837961,0.18741563052799184
925,"We also need to ensure that the Cooperative Threat Reduction umbrella agreement, due to expire in 2006, is renewed in a timely manner.",doc6.txt,79,neutral,0.32508232982188234,0.6749176701781177,0.6624841967601518
926,And we need to work together to obtain a bilateral agreement on biological threat reduction.,doc6.txt,80,neutral,0.38789359046794114,0.6121064095320589,0.8341343739679252
927,There is no doubt that there is a tough road ahead.,doc6.txt,81,neg,0.5482180793437401,0.45178192065625994,0.15210093330208105
928,It will be difficult.,doc6.txt,82,neg,0.5903547738092075,0.40964522619079247,0.0639971342495359
929,And it will be dangerous.,doc6.txt,83,neg,0.5271794197477364,0.47282058025226353,0.1684328220476422
930,"But, when I think about what is at stake I am reminded by a quote from the late President Kennedy given in a speech at American University in 1963 about threats posed by the Soviet Union.",doc6.txt,84,neutral,0.28426165579502227,0.7157383442049777,0.8451873766438786
931,"""Let us not be blind to our differences--but let us also direct attention to our common interests and to the means by which those differences can be resolved...For in the final analysis, our most basic common link is that we all inhabit this small planet.",doc6.txt,85,pos,0.42662715880721847,0.5733728411927815,0.3456234847434863
932,We all breathe the same air.,doc6.txt,86,pos,0.4220901978745738,0.5779098021254262,0.3953231490724977
933,We all cherish our children's future.,doc6.txt,87,neutral,0.2738524269107284,0.7261475730892716,0.666121831870139
934,And we are all mortal.'',doc6.txt,88,neutral,0.4555335337880908,0.5444664662119092,0.5746719852535128
935,Much of what President Kennedy described in 1963 remains true to this day - and we owe it to ourselves and our children to get it right.,doc6.txt,89,pos,0.28742972975219805,0.712570270247802,0.3307087620848035
